rmean,gmean,bmean,rstd,gstd,bstd,rskew,gskew,bskew,rkur,gkur,bkur
103.01330935251798,107.52081834532375,144.1255845323741,71.19903644352945,74.29251270682894,98.9391413847406,-0.7459241365389874,-0.7459238550159241,-0.7465725448093277,-1.4309955736533815,-1.4311909336487152,-1.4296744165624637
119.30152027027027,128.1528716216216,166.27474165341812,63.73951840072114,68.3556033129228,88.05146645663423,-1.3260661103362206,-1.3320214174765173,-1.3280466407998999,-0.22368127958243011,-0.2183047849852322,-0.21954062450623324
101.05834165834166,103.49845154845156,141.0457042957043,70.31969591241091,71.97610983661654,97.2741029664142,-0.7277069480158168,-0.7275255436694347,-0.7375368362316419,-1.4480254352141326,-1.4481576785883419,-1.4470538093316998
115.06356362712725,109.0500381000762,144.87846075692153,66.01170192672637,62.65471101536718,82.18394844885893,-1.1561170905847606,-1.1449840571873078,-1.160315048045488,-0.6455548247560601,-0.6529435181236587,-0.6384130719679524
122.03860982894379,125.33266358946511,143.70350257941894,68.76809871550553,70.59369508430457,80.37095880664556,-1.1971762754814823,-1.1986385304328846,-1.205488992101755,-0.5421087842689714,-0.5415991733712406,-0.5346698027924717
98.38817243920413,101.38679071481208,113.80909174649963,76.26671581959518,78.55622740796255,87.81111278962325,-0.505457526704201,-0.5053256000804451,-0.5056116787530741,-1.7307721892171253,-1.7310005029731028,-1.7305128213620034
125.10720766129032,129.0694556451613,149.17953629032257,67.0916474813318,69.1883307749904,79.44147219572207,-1.314997154824682,-1.3150326949831728,-1.3223204508702373,-0.24481185432667418,-0.24540751628089508,-0.23696302403270186
103.5565082817467,107.49799230383135,125.37067090513635,69.98609193356792,72.6035300970349,84.01760610703039,-0.7828174358681589,-0.7853210321375181,-0.7993972845957139,-1.3459850990567863,-1.3483593023666363,-1.3465800235039995
112.16009835393757,113.20510894064613,130.1124240147531,72.48929355267782,73.15597868429087,83.4411193079983,-0.8883581326112764,-0.8845895509291608,-0.8932885520633842,-1.188834710065084,-1.1893637395218897,-1.1861636207728044
88.13652733820801,87.9479155298483,100.60487831496235,77.97525835171632,78.10027490590751,88.75585604395525,-0.23553269037623054,-0.2152006968624239,-0.23327456788516573,-1.928126243138952,-1.9157963033320466,-1.9272981604212236
108.5243363929546,111.38035226990822,129.74968990324982,67.9969437684199,69.68112871009637,80.29410160742063,-0.9272317625909345,-0.9331285689481768,-0.9647522065363253,-1.0582750074028886,-1.0545994262790626,-1.0360478684576997
113.75028121484814,111.59397688925247,128.47167399529604,67.72515042640237,66.60036861478774,75.93544649456094,-1.0678193902517121,-1.0500807839155635,-1.071342298204876,-0.8298543823982594,-0.8380138088869211,-0.8267149951402439
108.28501616960115,118.82069708947179,143.86094143011138,65.57638727038841,71.8132512638012,86.29764315390008,-1.0288186551731342,-1.038579901561109,-1.0401031910960412,-0.9139576247583814,-0.9104094620455219,-0.9069722993646332
86.03604051450941,95.33231839930404,112.57546759460635,74.42693055660294,82.32074208375397,96.75657823227803,-0.27836971402827465,-0.28729696937655114,-0.2868598515394767,-1.9035283266271805,-1.9118766082665957,-1.9105356054968314
97.75846914484526,95.97857535249955,126.69607214795825,66.73302506602656,65.50938893824117,85.86372863348541,-0.7724761658927641,-0.7706068290346437,-0.7779152060315725,-1.3882716878776065,-1.3878251901732446,-1.3864631611640386
105.38328500414251,117.36412593206296,134.9458885666943,69.44813564191861,77.23236569747523,88.30120121584739,-0.8408501393325769,-0.8498080949796016,-0.8520874915219874,-1.262737675701385,-1.2620929587621343,-1.2597853176659712
118.03575057150114,130.34124968249935,148.43173736347472,68.75055539177066,75.8011717292178,85.90445958082809,-1.1197359488425085,-1.1270433792389112,-1.1250207759148574,-0.7229044167169532,-0.7181668980510412,-0.7177384870778374
113.13917220113852,121.3371086337761,142.60543168880454,70.4759892407801,75.44828728763896,88.14844186124374,-0.9700480392495117,-0.9766808530369232,-0.978887208333756,-1.039809125703132,-1.037568143794825,-1.0348395537935062
116.91362998004287,127.38957055214723,144.62428856530417,67.6394776834064,73.64544358887247,83.25645554970372,-1.1386553280021003,-1.1421975635750878,-1.1422021999192702,-0.6848774875448398,-0.6830182777002292,-0.6817738135753748
