var,asm,contrast,correlation,idm,entropy,homogenity,energy,dissimilarity
3022.229368,0.011315239,1348.808999,0.81756257,0.509630772,7.297311006,0.509630772,0.106373111,9.327461441
3793.465322,0.013541265,1621.592344,0.823906114,0.471351385,6.987852874,0.471351385,0.116366941,10.86358146
3025.466,0.01095701,1563.379398,0.794679967,0.494454278,7.537161238,0.494454278,0.104675736,10.71782461
3430.505386,0.011860358,1444.724247,0.826057065,0.508560289,7.463274384,0.508560289,0.108905269,10.27635373
3879.294406,0.012565056,1519.810629,0.83619987,0.497870863,7.348753351,0.497870863,0.112093959,9.915243365
2877.904291,0.010096845,1698.201097,0.772176362,0.489608215,7.57887721,0.489608215,0.10048306,11.31844951
3345.631203,0.012343961,1424.618306,0.824487157,0.521100499,7.340886268,0.521100499,0.11110338,9.258873021
2705.52114,0.009785284,1708.844109,0.759989979,0.438206375,8.059656189,0.438206375,0.098920593,11.69977671
3769.124932,0.012009067,1562.200621,0.828340879,0.473790842,7.701093021,0.473790842,0.10958589,10.46491897
1925.006455,0.00658753,1161.583805,0.768359524,0.523431292,8.24076302,0.523431292,0.081163601,8.034965449
1801.585485,0.006086931,1063.424026,0.772120003,0.561991069,8.285691575,0.561991069,0.078018783,7.418609601
2911.506985,0.01035465,1377.011417,0.808749448,0.49520711,7.65375639,0.49520711,0.101757801,9.593986551
3364.265306,0.015443627,1624.719509,0.805513784,0.498467523,7.131429361,0.498467523,0.124272389,10.88421022
4278.843815,0.014549919,1930.212451,0.815982018,0.467935529,7.345033842,0.467935529,0.120623044,12.76946674
2614.139293,0.011874115,1364.172405,0.793075726,0.450137682,7.537462607,0.450137682,0.108968414,10.29467863
2621.878995,0.010169648,1213.006219,0.812156389,0.533040398,7.448136709,0.533040398,0.100844671,8.265034637
4063.421177,0.013990279,1329.712383,0.859390417,0.530397647,6.96890446,0.530397647,0.118280511,8.737854987
4342.544924,0.013089986,1756.403248,0.831799354,0.462784631,7.279864181,0.462784631,0.114411478,11.4612662
3681.588263,0.010618117,1525.594259,0.828431683,0.477305033,7.357815441,0.477305033,0.103044248,10.12441445
3539.273415,0.011432385,1150.207116,0.860273747,0.522880686,7.258672148,0.522880686,0.10692233,7.774048313
2876.111746,0.010833796,1537.221289,0.789131989,0.475418027,7.428150536,0.475418027,0.10408552,10.1970852
2442.917153,0.009756497,1015.083837,0.827995536,0.579913741,7.662044916,0.579913741,0.098774981,7.132555603
3568.976507,0.012761924,2077.404642,0.774593735,0.465807406,7.420493819,0.465807406,0.112968687,13.38503934
4756.924395,0.014609422,1877.923575,0.835166366,0.478712507,7.210403502,0.478712507,0.120869442,12.34949204
3239.204495,0.012358118,1536.291261,0.808334075,0.516702399,7.275363398,0.516702399,0.111167074,10.08835666
3283.695237,0.012640954,1401.579898,0.824123962,0.481060821,7.323979362,0.481060821,0.112431996,9.921814535
4025.179973,0.013960288,1442.481588,0.848175953,0.498579421,7.121326561,0.498579421,0.118153661,9.559934138
4515.59769,0.01887312,1660.453985,0.844697105,0.488136198,6.667784924,0.488136198,0.137379474,11.2103278
3275.639574,0.01078881,1103.252411,0.855882742,0.515735412,7.568993263,0.515735412,0.103869198,8.235000702
3357.357377,0.013213296,1496.041337,0.817797466,0.484783524,7.340953084,0.484783524,0.114949101,10.3982269
3536.531769,0.014735791,1536.05848,0.821578984,0.450163712,7.199988044,0.450163712,0.121391066,10.76612055
2535.840049,0.010038322,1221.558874,0.805893982,0.536496531,7.535560319,0.536496531,0.100191427,8.940251352
3759.086052,0.01370328,1408.979943,0.842180047,0.503353679,7.032462962,0.503353679,0.117061011,9.695838446
3594.837493,0.016378639,1601.904825,0.81781117,0.441668931,7.121148595,0.441668931,0.127979057,11.34195328
3769.569441,0.013221774,1435.405223,0.84006717,0.488151155,7.250983935,0.488151155,0.114985975,10.04812851
3324.7549,0.013145561,1745.150291,0.792113024,0.453072992,7.406041925,0.453072992,0.114654094,12.03963003
3362.691692,0.014800348,1337.421764,0.83416342,0.490724139,7.147324446,0.490724139,0.121656681,9.721709541
3092.366151,0.012263118,1159.553076,0.84211535,0.525372173,7.19206633,0.525372173,0.110738964,8.189894729
3740.508395,0.015797287,1351.546578,0.847049975,0.487071489,6.951240675,0.487071489,0.125687257,9.450577714
3149.361997,0.012605452,1452.52187,0.812609045,0.503105528,7.254257107,0.503105528,0.112274006,10.05360243
2583.188382,0.010928191,1344.42779,0.793508656,0.492799189,7.369299702,0.492799189,0.104537989,9.402186533
2664.875161,0.010094872,984.836521,0.844038362,0.515745603,7.604425828,0.515745603,0.100473241,7.325283718
2878.320561,0.008919691,1022.050754,0.849229031,0.530030018,7.614311765,0.530030018,0.094444114,7.464739798
2735.784394,0.01075133,1087.217181,0.83424377,0.528117442,7.456386307,0.528117442,0.103688621,7.836053952
2673.303706,0.010089644,1101.702394,0.829148729,0.518047617,7.564974738,0.518047617,0.100447221,7.965279269
2582.962118,0.01079251,985.0682935,0.839854904,0.534192741,7.513199909,0.534192741,0.103887005,7.319683014
2452.194432,0.009749313,1042.163693,0.824754372,0.515894385,7.461259578,0.515894385,0.098738611,7.705380626
2721.645934,0.010303881,1177.980908,0.822092217,0.513496547,7.52680317,0.513496547,0.101508033,8.283819686
2953.619903,0.013357658,1112.947138,0.841480496,0.539626662,7.180048177,0.539626662,0.115575333,7.988429286
2482.971222,0.009851696,1071.504819,0.822530248,0.522304211,7.425265821,0.522304211,0.099255708,7.70177506
2358.2479,0.009865586,1436.228448,0.766579874,0.483150036,7.53516787,0.483150036,0.099325656,10.16627231
2759.384789,0.010823313,1333.268752,0.805493332,0.505495876,7.334139321,0.505495876,0.104035155,9.137077582
3122.83935,0.010890718,1054.64668,0.855534534,0.523555134,7.308196071,0.523555134,0.104358601,7.442754612
2816.012447,0.01117095,1145.058291,0.831058246,0.52278458,7.34611373,0.52278458,0.105692715,8.189684542
3458.753814,0.011852779,1934.879552,0.781460744,0.430652335,7.610747815,0.430652335,0.108870469,13.609256
2396.492933,0.009705455,942.2549704,0.835714252,0.56710878,7.590335851,0.56710878,0.098516266,7.079981375
2671.131045,0.011837153,1638.698643,0.765323643,0.477541825,7.442006645,0.477541825,0.108798683,11.61420624
1610.847975,0.006520911,914.5791563,0.778930289,0.538882749,8.112351693,0.538882749,0.080752155,7.270150432
2863.980577,0.011023296,1607.77159,0.780866279,0.440318828,7.609374016,0.440318828,0.104991886,11.51678396
2499.524129,0.009475711,976.5543688,0.836583829,0.544812805,7.943117891,0.544812805,0.097343264,8.556725731
2717.058978,0.011143526,1237.103314,0.814561247,0.512840658,7.461842165,0.512840658,0.105562902,8.993377304
2749.878996,0.010342474,875.2758713,0.862709103,0.568358663,7.393636157,0.568358663,0.101697955,6.460804379
2568.405334,0.009622513,873.4572881,0.854679588,0.542992336,7.499575248,0.542992336,0.098094409,6.672296911
2497.35939,0.009112777,823.7859861,0.858447547,0.56457532,7.556301238,0.56457532,0.095460865,6.132835672
2729.818329,0.009013247,966.2410624,0.849637155,0.514266419,7.625627627,0.514266419,0.094938119,7.272530689
2392.006333,0.00964662,908.8499479,0.840359841,0.565510259,7.459352185,0.565510259,0.098217207,6.763692624
2330.486939,0.009587027,807.4937165,0.852402198,0.576600638,7.458550685,0.576600638,0.097913363,6.180139812
2721.268359,0.009433124,973.1118012,0.848327058,0.505837939,7.667713223,0.505837939,0.097124272,7.661297183
2749.263865,0.011930442,1130.543441,0.82946891,0.52874818,7.360760482,0.52874818,0.109226561,8.57846272
2766.285287,0.011363302,1543.435029,0.781883143,0.452919759,7.650257164,0.452919759,0.106598789,10.71379077
2949.354406,0.010555462,1004.22148,0.854527411,0.561223065,7.567348317,0.561223065,0.10273978,7.447486834
3166.484248,0.014717522,1391.610156,0.819857095,0.520689868,7.055079123,0.520689868,0.121315795,10.53284052
2672.005548,0.010250426,985.4962413,0.844311998,0.518718612,7.414346326,0.518718612,0.101244387,7.281012317
2661.307783,0.009587804,985.4396353,0.843807007,0.501654046,7.541912029,0.501654046,0.097917333,7.418460936
3152.260536,0.012353906,1028.108332,0.859792963,0.538936014,7.066458296,0.538936014,0.111148128,7.396292346
2474.822813,0.008962084,894.0574819,0.847008726,0.533785047,7.618190012,0.533785047,0.094668282,7.011160885
2470.500301,0.008774196,1002.069128,0.831397607,0.526851132,7.589851609,0.526851132,0.093670676,7.445087781
2889.602439,0.010649012,1016.918785,0.850369131,0.558561866,7.347178826,0.558561866,0.103194052,7.341180275
2368.605814,0.011370351,838.1464371,0.849676478,0.584128808,7.467282876,0.584128808,0.106631848,6.452240396
2983.311247,0.012439055,1077.742623,0.847008212,0.572488303,7.446383599,0.572488303,0.111530513,8.265652258
2819.728189,0.010323192,1440.890595,0.796494548,0.441473372,7.735107622,0.441473372,0.101603109,10.62810683
2624.72247,0.010924845,858.4719303,0.859460004,0.552499713,7.287808837,0.552499713,0.104521982,6.548649603
3156.800061,0.012734528,1397.142351,0.818807656,0.52137753,7.283646449,0.52137753,0.112847365,9.879754935
2663.786219,0.010413096,957.9462501,0.847598522,0.54597283,7.416911497,0.54597283,0.102044577,7.025105777
2756.91108,0.010577391,929.9137102,0.855692698,0.562001262,7.29961197,0.562001262,0.102846442,6.810330686
2834.886833,0.012191884,1045.634834,0.844299757,0.529983389,7.272446711,0.529983389,0.110416867,8.042081645
3419.624701,0.010966,1683.408126,0.802480657,0.441862343,7.952018698,0.441862343,0.104718673,11.59887624
3892.727092,0.014459753,1704.52733,0.820426563,0.446754304,7.458442066,0.446754304,0.120248712,11.55288431
3596.603213,0.01439266,1577.180922,0.820178779,0.440001379,7.506195192,0.440001379,0.119969412,11.21589265
2931.363062,0.012572427,1456.249334,0.801051376,0.488038764,7.647058848,0.488038764,0.112126833,10.29512521
3800.647811,0.013552194,1764.444582,0.811606725,0.439073771,7.579098491,0.439073771,0.116413892,11.92764261
3501.469084,0.015720385,1407.26346,0.832682811,0.480406925,7.261615448,0.480406925,0.12538096,9.892671232
3693.141186,0.015533687,1634.029842,0.818858749,0.461642823,7.415133194,0.461642823,0.124634212,11.32510665
3594.601978,0.016201703,1491.276631,0.828209329,0.498955985,7.208405408,0.498955985,0.127285909,10.08019782
3731.419425,0.013020138,1550.277987,0.827997772,0.460285144,7.549749013,0.460285144,0.114105819,10.63903156
3369.287097,0.012014482,1352.232509,0.832891456,0.510482156,7.410047098,0.510482156,0.109610593,9.239957567
3889.318607,0.015688359,1602.375602,0.829197115,0.485098638,7.274511014,0.485098638,0.125253179,10.5913427
3547.137022,0.013774783,1492.44837,0.82619646,0.467201807,7.574229743,0.467201807,0.117366022,10.44701046
3258.449576,0.014771191,1516.702771,0.811287702,0.453854129,7.44756387,0.453854129,0.12153679,10.98778247
3764.344006,0.012053521,1640.32574,0.821102553,0.485550672,7.648494776,0.485550672,0.109788528,10.91229059
3189.231078,0.013564035,1439.377678,0.815885698,0.476400218,7.60720037,0.476400218,0.116464736,10.05963356
2703.174569,0.009334815,1667.835278,0.764242634,0.471059486,7.963865373,0.471059486,0.096616847,11.05844688
3781.859724,0.013838546,1513.74639,0.833256072,0.463007309,7.371577947,0.463007309,0.117637349,10.65482129
3503.00315,0.014274732,1458.453556,0.827703298,0.483434776,7.528512342,0.483434776,0.119476909,10.28749736
2782.440615,0.009114213,1438.016672,0.794655212,0.490377981,7.915260855,0.490377981,0.095468389,9.617856379
2594.587503,0.009791918,1579.633893,0.76663229,0.502401128,7.67227493,0.502401128,0.098954123,10.40357344
3320.64813,0.012117635,1556.863441,0.810111898,0.496992782,7.508384753,0.496992782,0.110080128,10.23046172
2673.777641,0.008710734,1410.657769,0.791310137,0.49039857,7.91788137,0.49039857,0.093331314,9.823112842
2486.101454,0.007498021,1450.748987,0.77413151,0.454675763,8.271678787,0.454675763,0.086591112,10.2293426
3653.607272,0.01324167,1520.546599,0.827763902,0.48875255,7.458044106,0.48875255,0.115072456,10.13865639
3590.602992,0.01269509,1712.504036,0.807449945,0.46953684,7.544942418,0.46953684,0.112672488,11.0647601
3285.791868,0.013624772,1357.234137,0.828888809,0.488291851,7.58289901,0.488291851,0.1167252,9.657990125
3379.839742,0.012846655,1402.364113,0.828220238,0.480231371,7.499977552,0.480231371,0.113343085,9.75323002
5069.384059,0.022262128,1842.879298,0.846215698,0.492863191,6.556751133,0.492863191,0.149204985,12.48685835
3586.789459,0.012641184,1430.123946,0.833801522,0.482800053,7.372611903,0.482800053,0.112433021,9.960472749
3798.825703,0.012123795,1646.794928,0.821863986,0.471572184,7.669882578,0.471572184,0.110108108,10.92616896
3063.722462,0.01043638,1666.892375,0.786141216,0.454751964,7.802117758,0.454751964,0.102158604,11.36860288
2525.74114,0.010326544,1269.271883,0.79919091,0.501231773,7.620429317,0.501231773,0.101619603,8.876570751
2471.086455,0.008364351,1261.256801,0.796683956,0.501682124,7.867984086,0.501682124,0.091456824,9.07729045
3071.881069,0.00941152,1637.579107,0.789616458,0.462899432,7.832129662,0.462899432,0.097012986,11.06306866
3373.901562,0.013454624,1480.258396,0.820136389,0.45732556,7.291287808,0.45732556,0.115994069,10.1508097
2513.318673,0.010791504,1318.243,0.792261882,0.473175071,7.778566136,0.473175071,0.103882163,9.482732683
2883.381923,0.009993013,1192.106274,0.828702995,0.494929308,7.961649243,0.494929308,0.099965061,8.913852139
2565.162536,0.009764114,1180.702282,0.812917371,0.484915536,7.759468438,0.484915536,0.098813534,8.558896404
2984.176088,0.010704962,1202.586947,0.832304037,0.509674484,7.766635603,0.509674484,0.103464787,8.877637803
2365.478741,0.010390637,1557.725545,0.752297169,0.457998954,7.823065305,0.457998954,0.101934473,10.94550531
2402.500208,0.009063787,1317.826583,0.784769279,0.513880628,7.879195589,0.513880628,0.095203922,9.486257529
2882.641244,0.0109779,1516.926144,0.79170077,0.51290125,7.531021677,0.51290125,0.104775474,10.273151
2612.867887,0.010194203,1166.273493,0.817563781,0.519979029,7.492242329,0.519979029,0.100966348,8.225882916
2356.119389,0.008414474,1212.866336,0.795309958,0.51093939,7.958872342,0.51093939,0.091730444,8.879691003
2283.918917,0.009218546,1121.561624,0.802873633,0.5630408,7.807025447,0.5630408,0.096013257,8.424437859
3294.168085,0.009910154,1942.187436,0.772325489,0.435018985,7.791575017,0.435018985,0.099549755,13.08694011
3105.122096,0.011654447,1633.382278,0.791759589,0.481512631,7.371359232,0.481512631,0.107955765,10.98259251
3116.491276,0.011232401,1543.802347,0.801486648,0.464439938,7.547756196,0.464439938,0.105983023,10.617534
2984.366407,0.009424122,1351.315829,0.815398289,0.508562131,7.751865016,0.508562131,0.097077916,9.490283779
3236.714772,0.010987111,1731.092084,0.7890096,0.458845527,7.805725354,0.458845527,0.104819422,11.79709118
2859.434582,0.011898882,1305.590354,0.814148756,0.501409833,7.569467704,0.501409833,0.109081996,9.35764266
2947.541396,0.011397118,1454.261373,0.802124663,0.505431841,7.457647144,0.505431841,0.106757287,9.805245578
2683.583259,0.009395587,1365.482642,0.797184947,0.488980584,7.855883127,0.488980584,0.096930835,10.00148816
2463.913599,0.007451963,1038.478655,0.825991795,0.541606552,7.99854763,0.541606552,0.08632475,7.674864748
3191.815321,0.011315598,1717.619881,0.787981825,0.448097517,7.620152627,0.448097517,0.106374801,11.92723633
3389.812308,0.015659692,1893.219199,0.781707445,0.470829523,7.060340856,0.470829523,0.125138689,12.38903938
2592.488244,0.011246705,1491.561586,0.776596727,0.494293705,7.618896422,0.494293705,0.106050485,10.35109695
2576.723953,0.008255947,1275.94945,0.801548207,0.490217087,7.832673332,0.490217087,0.090862244,9.046710042
2449.144738,0.008644407,1246.408832,0.79715924,0.511225437,7.77410263,0.511225437,0.092975303,8.791534456
2930.07911,0.008799703,1520.990211,0.793936204,0.459860808,7.832060984,0.459860808,0.09380673,10.49519916
3000.240801,0.010086495,1342.396568,0.8171839,0.482578501,7.769744474,0.482578501,0.100431545,9.415019587
2816.605485,0.009940204,1759.964518,0.761950117,0.432087465,7.810284302,0.432087465,0.099700571,12.05975776
2723.319751,0.010111474,1533.014893,0.780362239,0.47202231,7.747138361,0.47202231,0.100555825,10.78771703
3558.762911,0.011542884,1922.347247,0.787410864,0.420722033,7.682999748,0.420722033,0.107437814,12.9823773
2678.01436,0.009011569,1288.557795,0.806074368,0.500799603,7.775941875,0.500799603,0.094929282,9.21711112
2591.305432,0.009116686,1367.413395,0.791258116,0.506538666,7.823467471,0.506538666,0.095481338,9.63389425
2528.080942,0.008956211,1307.259785,0.794570162,0.515119251,7.845922623,0.515119251,0.094637261,9.324317885
2763.595732,0.009383538,1438.604908,0.793476959,0.47230491,7.728439542,0.47230491,0.096868663,10.0449528
2783.402646,0.010654464,1585.903648,0.778316622,0.46549073,7.672552892,0.46549073,0.103220462,10.92441338
2895.280925,0.010504904,1366.26793,0.809095993,0.511567737,7.61662589,0.511567737,0.102493435,9.608272997
2284.798741,0.007915792,1075.673652,0.80947015,0.510820998,8.287267646,0.510820998,0.088970736,8.015478798
3275.591401,0.009572999,1676.636152,0.796232675,0.446880335,7.762533228,0.446880335,0.097841705,11.5030252
2917.902012,0.0110047,1677.001793,0.776782058,0.448174844,7.664592314,0.448174844,0.104903289,11.50024416
3132.393049,0.010864546,1626.927412,0.793856435,0.476309332,7.58903992,0.476309332,0.104233131,11.14100804
3299.417722,0.014477314,1552.987202,0.809492131,0.464547181,7.235653481,0.464547181,0.120321711,10.68752002
2713.385999,0.019581872,900.0668158,0.857766264,0.552779925,6.842733621,0.552779925,0.139935241,7.724125101
2953.391084,0.013296233,1337.088893,0.815425068,0.497955746,7.22399214,0.497955746,0.115309291,9.56034113
2984.698464,0.015334373,1174.489777,0.83560497,0.510362912,7.274696643,0.510362912,0.123832036,9.085676464
2117.821802,0.007803125,769.1250864,0.846327212,0.528442714,7.807156103,0.528442714,0.088335301,6.342590463
2398.625599,0.016577258,989.0453041,0.829072965,0.544241836,6.997058071,0.544241836,0.128752702,8.012725991
